profile_key,name,wikidata_id,source_url,wikipedia_url,category,birth_date,death_date,birth_place,country,gender,occupation,occupations,description,sitelinks,data_quality,notes
leymah_roberta_gbowee_q107037,Leymah Roberta Gbowee,Q107037,https://www.wikidata.org/wiki/Q107037,https://en.wikipedia.org/wiki/Leymah_Gbowee,politics,1972-02-01,,Monrovia,Liberia,female,politician,politician; businessperson; economist; peace activist; activist; civil rights advocate,Liberian peace activiste (born 1972),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
li_xiaolin_q8249017,Li Xiaolin,Q8249017,https://www.wikidata.org/wiki/Q8249017,https://en.wikipedia.org/wiki/Li_Xiaolin_%28politician%29,politics,1953-10-01,,Hong'an County,People's Republic of China,female,politician,politician,daughter of Li Xiannian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
li_zicheng_q333567,Li Zicheng,Q333567,https://www.wikidata.org/wiki/Q333567,https://en.wikipedia.org/wiki/Li_Zicheng,politics,1606-09-22,1645-01-01,Mizhi County,Shun dynasty,male,politician,politician; rebel leader,Chinese rebel leader in the late Ming-early Qing period (1606–1645),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liana_millu_q526179,Liana Millu,Q526179,https://www.wikidata.org/wiki/Q526179,https://en.wikipedia.org/wiki/Liana_Millu,literature,1914-12-21,2005-02-06,Pisa,Italy,female,writer,writer; partisan; journalist,Italian writer (1914–2005),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liang_lingzan_q1114475,Liang Lingzan,Q1114475,https://www.wikidata.org/wiki/Q1114475,https://en.wikipedia.org/wiki/Liang_Lingzan,science,0800-01-01,0800-01-01,,Tang dynasty,male,inventor,inventor; astronomer; astrologer; engineer; politician,Chinese engineer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liaquat_ali_khan_q295713,Liaquat Ali Khan,Q295713,https://www.wikidata.org/wiki/Q295713,https://en.wikipedia.org/wiki/Liaquat_Ali_Khan,politics,1895-10-01,1951-10-16,Karnal,British Raj,male,politician,politician; diplomat; lawyer,1st Prime Minister of Pakistan from 1947 to 1951,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lilia_labidi_q3240795,Lilia Labidi,Q3240795,https://www.wikidata.org/wiki/Q3240795,https://en.wikipedia.org/wiki/Lilia_Labidi,politics,1949-00-00,,Radès,French protectorate of Tunisia,female,politician,politician; lecturer; archaeologist,Tunisian politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lilica_boal_q92429680,Lilica Boal,Q92429680,https://www.wikidata.org/wiki/Q92429680,https://en.wikipedia.org/wiki/Lilica_Boal,philosophy,1934-00-00,2024-11-06,Tarrafal,Cape Verde,female,historian,historian; philosopher; activist; politician,"Cape Verdean historian, philosopher, teacher and anti-fascist activist",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
linda_b_buck_q200136,Linda B. Buck,Q200136,https://www.wikidata.org/wiki/Q200136,https://en.wikipedia.org/wiki/Linda_B._Buck,science,1947-01-29,,Seattle,United States,female,neuroscientist,neuroscientist; university teacher; physician; physiologist,American biologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
linda_jaivin_q16186721,Linda Jaivin,Q16186721,https://www.wikidata.org/wiki/Q16186721,https://en.wikipedia.org/wiki/Linda_Jaivin,literature,1955-03-27,,New London,Australia,female,novelist,novelist; essayist; translator; sinologist,"translator, essayist and novelist",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lionel_bart_q326299,Lionel Bart,Q326299,https://www.wikidata.org/wiki/Q326299,https://en.wikipedia.org/wiki/Lionel_Bart,literature,1930-08-01,1999-04-03,Stepney,United Kingdom,male,composer,composer; screenwriter; lyricist; songwriter; musician,British writer and composer of pop music and musicals,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lisa_mckenzie_q21036831,Lisa Mckenzie,Q21036831,https://www.wikidata.org/wiki/Q21036831,https://en.wikipedia.org/wiki/Lisa_McKenzie,politics,1968-01-01,,,,female,politician,politician; sociologist,British sociologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liselotte_sundström_q21264270,Liselotte Sundström,Q21264270,https://www.wikidata.org/wiki/Q21264270,https://en.wikipedia.org/wiki/Liselotte_Sundstr%C3%B6m,science,1955-07-16,,Helsinki,Finland,female,university teacher,university teacher; zoologist,"Finnish researcher, biologist, professor of evolutionary biology (University of Helsinki)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liu_yuan_q702757,Liu Yuan,Q702757,https://www.wikidata.org/wiki/Q702757,https://en.wikipedia.org/wiki/Liu_Yuan_%28PRC_general%29,politics,1951-02-22,,Beijing,People's Republic of China,male,politician,politician,"General of the People's Liberation Army, son of former President Liu Shaoqi",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liu_yunbin_q18651719,Liu Yunbin,Q18651719,https://www.wikidata.org/wiki/Q18651719,https://en.wikipedia.org/wiki/Liu_Yunbin,science,1925-00-00,1967-11-21,Anyuan District,Republic of China,male,nuclear chemist,nuclear chemist,son of Liu Shaoqi,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
liubou_uladykouskaja_q29834684,Liubou Uladykouskaja,Q29834684,https://www.wikidata.org/wiki/Q29834684,https://en.wikipedia.org/wiki/Liubou_Uladykouskaja,prominent_figure,1967-02-14,,Padaressie,Belarus,female,philologist,philologist; cultural studies scholar; literary scholar; editing staff; man of letters; social activist; cultural anthropologist,cultural anthropologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lloyd_shapley_q244739,Lloyd Shapley,Q244739,https://www.wikidata.org/wiki/Q244739,https://en.wikipedia.org/wiki/Lloyd_Shapley,science,1923-06-02,2016-03-12,Cambridge,United States,male,economist,economist; mathematician; university teacher; statistician; game theorist,American economist and mathematician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lody_van_de_kamp_q2048471,Lody van de Kamp,Q2048471,https://www.wikidata.org/wiki/Q2048471,https://en.wikipedia.org/wiki/Lody_van_de_Kamp,politics,1948-09-29,,Enschede,Kingdom of the Netherlands,male,writer,writer; politician,Dutch writer and politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lola_ismailova_q43515302,Lola Ismailova,Q43515302,https://www.wikidata.org/wiki/Q43515302,https://en.wikipedia.org/wiki/Lolaniso_Ismailova,science,1929-10-04,2012-12-11,Dushanbe,Tajik Soviet Socialist Republic,female,biologist,biologist,Tajik biologist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lola_karimova_tillyaeva_q58336,Lola Karimova-Tillyaeva,Q58336,https://www.wikidata.org/wiki/Q58336,https://en.wikipedia.org/wiki/Lola_Karimova-Tillyaeva,prominent_figure,1978-07-03,,Tashkent,Soviet Union,female,diplomat,diplomat,Uzbekistani diplomat,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
long_boret_q2641609,Long Boret,Q2641609,https://www.wikidata.org/wiki/Q2641609,https://en.wikipedia.org/wiki/Long_Boret,politics,1933-01-03,1975-04-17,Chbar Ampéou,Cambodia,male,politician,politician; diplomat,Cambodian politician (1933–1975),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lorenz_hart_q725828,Lorenz Hart,Q725828,https://www.wikidata.org/wiki/Q725828,https://en.wikipedia.org/wiki/Lorenz_Hart,literature,1895-05-02,1943-11-22,,United States,male,lyricist,lyricist; composer; playwright; songwriter; librettist; writer,American lyricist (1895–1943),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lorenzo_ghiberti_q208125,Lorenzo Ghiberti,Q208125,https://www.wikidata.org/wiki/Q208125,https://en.wikipedia.org/wiki/Lorenzo_Ghiberti,literature,1378-01-01,1455-12-01,Florence,Republic of Florence,male,sculptor,sculptor; architect; painter; writer; art historian,Italian sculptor and architect (1378–1455),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lorenzo_ottoni_q3426922,Lorenzo Ottoni,Q3426922,https://www.wikidata.org/wiki/Q3426922,https://en.wikipedia.org/wiki/Lorenzo_Ottoni,literature,1648-11-25,1736-09-29,Rome,Papal States,male,sculptor,sculptor; artist; portraitist; writer,"Italian (Roman) artist, sculptor and portraitist (1648-1736)",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lorraine_gamman_q39664222,Lorraine Gamman,Q39664222,https://www.wikidata.org/wiki/Q39664222,https://en.wikipedia.org/wiki/Lorraine_Gamman,prominent_figure,1957-01-01,,,,female,historian,historian; researcher,researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
louis_e_brus_q194646,Louis E. Brus,Q194646,https://www.wikidata.org/wiki/Q194646,https://en.wikipedia.org/wiki/Louis_E._Brus,science,1943-08-10,2026-01-11,Cleveland,United States,male,chemist,chemist; physicist; university teacher,American chemist (1943–2026),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
louis_harrison_q101664589,Louis Harrison,Q101664589,https://www.wikidata.org/wiki/Q101664589,https://en.wikipedia.org/wiki/Louis_Harrison,literature,1866-00-00,1936-10-23,Philadelphia,United States,male,actor,actor; playwright; lyricist; theatre director; librettist,American actor and playwright,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
louis_legendre_q6687640,Louis Legendre,Q6687640,https://www.wikidata.org/wiki/Q6687640,https://en.wikipedia.org/wiki/Louis_Legendre_%28Lower_Canada_politician%29,politics,1779-02-05,1860-12-12,Sainte-Croix,Canada,male,politician,politician,Canadian politician (1779-1860),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
louis_slotin_q380171,Louis Slotin,Q380171,https://www.wikidata.org/wiki/Q380171,https://en.wikipedia.org/wiki/Louis_Slotin,science,1910-12-01,1946-05-30,Winnipeg,Canada,male,physicist,physicist; chemist; non-fiction writer; nuclear physicist,Canadian physicist and chemist (1910-1946),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
louise_breling_q15222787,Louise Breling,Q15222787,https://www.wikidata.org/wiki/Q15222787,https://en.wikipedia.org/wiki/Louise_Breling,visual_art,1883-01-01,1950-01-01,Munich,Germany,female,painter,painter; singer; opera singer,German painter,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
louise_glück_q2344210,Louise Glück,Q2344210,https://www.wikidata.org/wiki/Q2344210,https://en.wikipedia.org/wiki/Louise_Gl%C3%BCck,literature,1943-04-22,2023-10-13,New York City,United States,female,writer,writer; poet; essayist,U.S. poet and Nobel laureate (1943–2023),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lourdes_muñoz_santamaría_q9024468,Lourdes Muñoz Santamaría,Q9024468,https://www.wikidata.org/wiki/Q9024468,https://en.wikipedia.org/wiki/Lourdes_Mu%C3%B1oz_Santamar%C3%ADa,politics,1969-12-15,,Barcelona,Spain,female,politician,politician; engineer; entrepreneur,Catalan data analyst and politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lowell_l_bennion_q6693235,Lowell L. Bennion,Q6693235,https://www.wikidata.org/wiki/Q6693235,https://en.wikipedia.org/wiki/Lowell_L._Bennion,prominent_figure,1908-07-26,1996-02-21,,United States,male,sociologist,sociologist; presbyter; bishop,Professor of Sociology at the University of Utah and founded the first food bank and homeless shelters in Utah,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lubna_tahtamouni_q27978740,Lubna Tahtamouni,Q27978740,https://www.wikidata.org/wiki/Q27978740,https://en.wikipedia.org/wiki/Lubna_Tahtamouni,science,1976-01-24,,Irbid,Jordan,female,biologist,biologist,Jordanian biologist and cancer researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luca_della_robbia_q194977,Luca della Robbia,Q194977,https://www.wikidata.org/wiki/Q194977,https://en.wikipedia.org/wiki/Luca_della_Robbia,visual_art,1399-07-01,1482-02-20,Florence,Republic of Florence,male,sculptor,sculptor; ceramicist; artist,Italian sculptor (1399–1482),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lucian_boz_q12734513,Lucian Boz,Q12734513,https://www.wikidata.org/wiki/Q12734513,https://en.wikipedia.org/wiki/Lucian_Boz,literature,1908-11-09,2003-03-14,Hârlău,Romania,male,journalist,journalist; literary critic; biographer; translator; resistance fighter; writer,Romanian journalist (1908-2003),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lucius_junius_brutus_q223440,Lucius Junius Brutus,Q223440,https://www.wikidata.org/wiki/Q223440,https://en.wikipedia.org/wiki/Lucius_Junius_Brutus,politics,-0540-00-0,-0509-00-0,,Ancient Rome,male,politician,politician; military personnel; consul,Semi-legendary 6th-century BC founder of Roman Republic,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luiggi_giafferi_q863817,Luiggi Giafferi,Q863817,https://www.wikidata.org/wiki/Q863817,https://en.wikipedia.org/wiki/Luiggi_Giafferi,politics,1668-03-25,1748-10-01,Talasani,France,male,politician,politician,Corsican politician (1668-1748),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luigi_giuseppe_jacchia_q33430567,Luigi Giuseppe Jacchia,Q33430567,https://www.wikidata.org/wiki/Q33430567,https://en.wikipedia.org/wiki/Luigi_Giuseppe_Jacchia,science,1910-01-01,1996-01-01,Trieste,Italy,male,astronomer,astronomer; astrophysicist; meteorologist; physicist,Italian astronomer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luis_arístides_fiallo_cabral_q19560485,Luis Arístides Fiallo Cabral,Q19560485,https://www.wikidata.org/wiki/Q19560485,https://en.wikipedia.org/wiki/Luis_Ar%C3%ADstides_Fiallo_Cabral,philosophy,1876-05-08,1931-03-20,,,male,astronomer,astronomer; physician; writer; politician; philosopher,Dominican Republic polymath (1876–1931),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luis_carrero_blanco_q313117,Luis Carrero Blanco,Q313117,https://www.wikidata.org/wiki/Q313117,https://en.wikipedia.org/wiki/Luis_Carrero_Blanco,politics,1904-03-04,1973-12-20,Santoña,Spain,male,veteran,veteran; naval officer; politician; admiral; statesperson,Spanish admiral and politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luis_federico_leloir_q233985,Luis Federico Leloir,Q233985,https://www.wikidata.org/wiki/Q233985,https://en.wikipedia.org/wiki/Luis_Federico_Leloir,science,1906-09-06,1987-12-02,16th arrondissement of Paris,Argentina,male,physician,physician; biochemist; physicist; university teacher; chemist,Argentine biochemist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luis_marileo_colipí_q16866717,Luis Marileo Colipí,Q16866717,https://www.wikidata.org/wiki/Q16866717,https://en.wikipedia.org/wiki/Luis_Marileo_Colip%C3%AD,prominent_figure,1801-00-00,,,,male,Lonko,Lonko,Mapuche leader,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luis_ramacciotti_q6017980,Luis Ramacciotti,Q6017980,https://www.wikidata.org/wiki/Q6017980,https://en.wikipedia.org/wiki/Luis_Ramacciotti,visual_art,1886-01-01,2000-00-00,Capannori,Argentina,male,sculptor,sculptor; painter,Italian artist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
luisa_roldán_q6701326,Luisa Roldán,Q6701326,https://www.wikidata.org/wiki/Q6701326,https://en.wikipedia.org/wiki/Luisa_Rold%C3%A1n,visual_art,1652-09-08,1706-01-10,Seville,Spain,female,sculptor,sculptor; artist,Spanish sculptor of the Baroque Era (1652–1706),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lygia_kraag_keteldijk_q58149,Lygia Kraag-Keteldijk,Q58149,https://www.wikidata.org/wiki/Q58149,https://en.wikipedia.org/wiki/Lygia_Kraag-Keteldijk,politics,1941-06-18,,Paramaribo,Suriname,female,politician,politician,Surinamese politician,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lynn_abrams_q56486717,Lynn Abrams,Q56486717,https://www.wikidata.org/wiki/Q56486717,https://en.wikipedia.org/wiki/Lynn_Abrams,prominent_figure,1960-01-01,,,,female,historian,historian,Scottish historian,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lynn_ahrens_q293323,Lynn Ahrens,Q293323,https://www.wikidata.org/wiki/Q293323,https://en.wikipedia.org/wiki/Lynn_Ahrens,literature,1948-10-01,,New York City,United States,female,actor,actor; songwriter; screenwriter; writer; lyricist; librettist,American writer and lyricist (born 1948),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lynn_cooley_q90595756,Lynn Cooley,Q90595756,https://www.wikidata.org/wiki/Q90595756,https://en.wikipedia.org/wiki/Lynn_Cooley,prominent_figure,,,,,female,researcher,researcher,genetics researcher (ORCID 0000-0003-4665-1258),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lászló_bárdossy_q529517,László Bárdossy,Q529517,https://www.wikidata.org/wiki/Q529517,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_B%C3%A1rdossy,politics,1890-12-10,1946-01-10,Szombathely,Hungary,male,diplomat,diplomat; non-fiction writer; politician; head of government,"Hungarian politician, Prime Minister of Hungary from April 1941 to March 1942",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lászló_s_toth_q89292118,László S. Toth,Q89292118,https://www.wikidata.org/wiki/Q89292118,https://en.wikipedia.org/wiki/Laszlo_S._Toth,science,,,,,male,materials scientist,materials scientist,researcher,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lídia_armengol_i_vila_q23906879,Lídia Armengol i Vila,Q23906879,https://www.wikidata.org/wiki/Q23906879,https://en.wikipedia.org/wiki/L%C3%ADdia_Armengol_i_Vila,politics,1948-09-13,1991-11-26,Andorra la Vella,Andorra,female,politician,politician,"Andorran historian, civil servant",1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
lūcija_jēruma_krastiņa_q22955426,Lūcija Jēruma-Krastiņa,Q22955426,https://www.wikidata.org/wiki/Q22955426,https://en.wikipedia.org/wiki/L%C5%ABcija_J%C4%93ruma-Krasti%C5%86a,prominent_figure,1899-11-12,1968-09-23,Cēsis,Russian Empire,female,anatomist,anatomist; anthropologist,Latvian anatomist and anthropologist (1899-1968),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mabel_macferran_rockwell_q134502571,Mabel MacFerran Rockwell,Q134502571,https://www.wikidata.org/wiki/Q134502571,https://en.wikipedia.org/wiki/Mabel_MacFerran_Rockwell,prominent_figure,,1979-05-27,,,female,electrical engineer,electrical engineer; engineer,electrical engineer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mack_david_q506859,Mack David,Q506859,https://www.wikidata.org/wiki/Q506859,https://en.wikipedia.org/wiki/Mack_David,literature,1912-07-05,1993-12-30,New York City,United States,male,composer,composer; songwriter; lyricist; film score composer; musician; librettist,American lyricist and songwriter (1912-1993),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
magomed_magomedov_q4274169,Magomed Magomedov,Q4274169,https://www.wikidata.org/wiki/Q4274169,https://en.wikipedia.org/wiki/Magomed_Gadjievich_Magomedov,prominent_figure,1957-01-16,2013-01-15,Kubachi,Russia,male,judge,judge,Russian judge (1957–2013),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mahamat_déby_q16206405,Mahamat Déby,Q16206405,https://www.wikidata.org/wiki/Q16206405,https://en.wikipedia.org/wiki/Mahamat_D%C3%A9by,military,1984-04-04,,Massakory,Chad,male,military personnel,military personnel,military leader of Chad since 2021,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mahatma_gandhi_q1001,Mahatma Gandhi,Q1001,https://www.wikidata.org/wiki/Q1001,https://en.wikipedia.org/wiki/Mahatma_Gandhi,philosophy,1869-10-02,1948-01-30,Porbandar,British Raj,male,politician,politician; barrister; political writer; journalist; philosopher; autobiographer; essayist; newspaper editor; civil rights advocate; memoirist; humanitarian; peace activist; revolutionary; writer; freedom fighter; pacifist; jurist; lawyer; author,Indian independence activist (1869–1948),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mahdi_abu_omar_q28873680,Mahdi Abu-Omar,Q28873680,https://www.wikidata.org/wiki/Q28873680,https://en.wikipedia.org/wiki/Mahdi_Abu-Omar,science,1970-10-18,,,,male,chemist,chemist,Palestinian American chemist (born 1970),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mahesha_thakura_q115220109,Mahesha Thakura,Q115220109,https://www.wikidata.org/wiki/Q115220109,https://en.wikipedia.org/wiki/Mahesha_Thakura,science,,1558-01-01,,,male,astronomer,astronomer,astronomer King of Mithila,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mahmud_fahmi_al_nuqrashi_q1391679,Mahmud Fahmi al-Nuqrashi,Q1391679,https://www.wikidata.org/wiki/Q1391679,https://en.wikipedia.org/wiki/Mahmoud_El_Nokrashy_Pasha,politics,1888-04-26,1948-12-28,Alexandria,Egypt,male,politician,politician; diplomat,Egyptian politician (1888-1948),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mahmud_gawan_q2151490,Mahmud Gawan,Q2151490,https://www.wikidata.org/wiki/Q2151490,https://en.wikipedia.org/wiki/Mahmud_Gawan,politics,1411-00-00,1481-00-00,Gilan Province,,male,poet,poet; politician,Iranian poet,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mairead_maguire_q157655,Mairead Maguire,Q157655,https://www.wikidata.org/wiki/Q157655,https://en.wikipedia.org/wiki/Mairead_Maguire,politics,1944-01-27,,Belfast,United Kingdom,female,peace activist,peace activist; politician,peace activist (born 1944),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
maja_vuković_q111536437,Maja Vuković,Q111536437,https://www.wikidata.org/wiki/Q111536437,https://en.wikipedia.org/wiki/Maja_Vukovi%C4%87,science,,,,,female,computer scientist,computer scientist,computer Scientist at IBM Research,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
makhlouf_haddadin_q18351788,Makhlouf Haddadin,Q18351788,https://www.wikidata.org/wiki/Q18351788,https://en.wikipedia.org/wiki/Makhluf_Haddadin,science,1935-03-21,2022-09-21,,Jordan,male,chemist,chemist,Jordanian chemist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
maksud_sadikov_q1886537,Maksud Sadikov,Q1886537,https://www.wikidata.org/wiki/Q1886537,https://en.wikipedia.org/wiki/Maksud_Sadikov,prominent_figure,1963-03-16,2011-06-07,Archib,Soviet Union,male,Islamicist,Islamicist,Russian academic (1963–2011),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
malala_yousafzai_q32732,Malala Yousafzai,Q32732,https://www.wikidata.org/wiki/Q32732,https://en.wikipedia.org/wiki/Malala_Yousafzai,literature,1997-07-12,,Mingora,Pakistan,female,blogger,blogger; human rights defender; memoirist; writer; women's rights activist; activist,Pakistani children's education activist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
malcolm_x_q43303,Malcolm X,Q43303,https://www.wikidata.org/wiki/Q43303,https://en.wikipedia.org/wiki/Malcolm_X,politics,1925-05-19,1965-02-21,Omaha,United States,male,politician,politician; autobiographer; political activist; human rights defender; Muslim minister; imam; religious leader; civil rights advocate,American Black rights activist (1925–1965),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
malick_koly_q99646425,Malick Koly,Q99646425,https://www.wikidata.org/wiki/Q99646425,https://en.wikipedia.org/wiki/Malick_Koly,music,1998-03-00,,,France,male,musician,musician; drummer,Franco-Ivorian drummer and composer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
malik_akora_khattak_q126289656,Malik Akora Khattak,Q126289656,https://www.wikidata.org/wiki/Q126289656,https://en.wikipedia.org/wiki/Malik_Akora_khan_Khattak,prominent_figure,,,,,male,,,16th century tribal Chief,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
maliq_bushati_q779006,Maliq Bushati,Q779006,https://www.wikidata.org/wiki/Q779006,https://en.wikipedia.org/wiki/Maliq_Bushati,politics,1880-02-08,1946-02-20,Shkodër,Albania,male,politician,politician; journalist,Albanian politician (1880-1946),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
mamadou_gouro_sidibe_q105749588,Mamadou Gouro Sidibe,Q105749588,https://www.wikidata.org/wiki/Q105749588,https://en.wikipedia.org/wiki/Mamadou_Gouro_Sidibe,business,,,,Mali,male,information technology instructor,information technology instructor; Information Systems Technician; information systems technician; businessperson,IT Engineer,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
manar_fayyad_q55218579,Manar Fayyad,Q55218579,https://www.wikidata.org/wiki/Q55218579,https://en.wikipedia.org/wiki/Manar_Fayyad,science,1950-11-21,,Deir al-Ghusun,Jordan,female,chemist,chemist,Jordanian chemist and university president,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
manfred_eigen_q76600,Manfred Eigen,Q76600,https://www.wikidata.org/wiki/Q76600,https://en.wikipedia.org/wiki/Manfred_Eigen,science,1927-05-09,2019-02-06,Bochum,Germany,male,chemist,chemist; physicist; university teacher; writer; biophysicist,German biophysical chemist (1927-2019),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
manish_khanna_q135900503,Manish Khanna,Q135900503,https://www.wikidata.org/wiki/Q135900503,https://en.wikipedia.org/wiki/Manish_Khanna_%28air_marshal%29,prominent_figure,,,,,male,,,Indian Air Force air marshal,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
manuel_antônio_vital_de_oliveira_q126922666,Manuel Antônio Vital de Oliveira,Q126922666,https://www.wikidata.org/wiki/Q126922666,https://en.wikipedia.org/wiki/Manoel_Ant%C3%B4nio_Vital_de_Oliveira,prominent_figure,1829-09-00,1867-02-02,Recife,Brazil,male,naval officer,naval officer,Brazilian naval officer and hydrographic surveyor,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
manuel_sadosky_q1164744,Manuel Sadosky,Q1164744,https://www.wikidata.org/wiki/Q1164744,https://en.wikipedia.org/wiki/Manuel_Sadosky,science,1914-04-13,2005-06-18,Buenos Aires,Argentina,male,mathematician,mathematician; civil servant,Argentine mathematician (1914–2005),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
manzushir_khutagt_sambadondogiin_tserendorj_q4406493,Manzushir Khutagt Sambadondogiin Tserendorj,Q4406493,https://www.wikidata.org/wiki/Q4406493,https://en.wikipedia.org/wiki/Manzushir_Khutagt_Sambadondogiin_Tserendorj,politics,1872-01-01,1937-10-01,,Mongolia,male,politician,politician,former prime minister of Mongolia (1872–1937),1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
marc_najork_q102196965,Marc Najork,Q102196965,https://www.wikidata.org/wiki/Q102196965,https://en.wikipedia.org/wiki/Marc_Najork,science,1963-01-01,,,,male,research scientist,research scientist,research scientist,1,wikidata_api_structured,Imported from Wikidata API; missing fields intentionally left blank.
